SOS_ID,ITEM_ID,SENT_ID,SENTENCE,sent_len,CONDITION,TARGET_WORD,SENT_COND
SR3a_44,44,174,Maurizio ha lavorato alla reception di un  ospedale. Indossava sempre guanti di lattice e una mascherina. Un giorno fu contagiato dal virus.,22,IMPLAUS_NOCONN,contagiato,SC2
SR4a_44,44,175,"Maurizio ha lavorato in un ospedale. Si rifiutava sempre di indossare guanti di lattice e mascherina. Tuttavia, è stato contagiato dal virus.",22,IMPLAUS_CONN,contagiato,SC3
SR1a_44,44,176,"Maurizio ha lavorato alla reception di un  ospedale. Indossava sempre guanti di lattice e una mascherina. Tuttavia, è stato contagiato dal virus.",22,PLAUS_CONN,contagiato,SC4
SR1a_45,45,177,Stefano ha fatto domanda per una scuola di legge. Aveva voti molto bassi e raccomandazioni mediocri. La scuola ha rifiutato la domanda.,22,PLAUS_NOCONN,rifiutato,SC1
SR2a_45,45,178,Stefano ha fatto domanda per una scuola di legge. Aveva voti molto buoni e ottime raccomandazioni. La scuola ha rifiutato la domanda.,22,IMPLAUS_NOCONN,rifiutato,SC2
SR3a_45,45,179,"Stefano ha fatto domanda per una scuola di legge. Aveva voti bassi e raccomandazioni mediocri. Tuttavia, la scuola ha rifiutato la domanda.",22,IMPLAUS_CONN,rifiutato,SC3
SR4a_45,45,180,"Stefano ha fatto domanda per una scuola di legge. Aveva buoni voti e ottime raccomandazioni. Tuttavia, la scuola ha rifiutato la domanda.",22,PLAUS_CONN,rifiutato,SC4
SR4a_46,46,181,Caterina preparò una limonata quel pomeriggio. Aveva aggiunto meno zucchero di quanto richiesto. La limonata aveva un sapore troppo aspro per tutti.,22,PLAUS_NOCONN,aspro,SC1
SR1a_46,46,182,Caterina preparò una limonata quel pomeriggio. Aveva aggiunto più zucchero di quanto richiesto. La limonata aveva un sapore troppo aspro per tutti.,22,IMPLAUS_NOCONN,aspro,SC2
SR2a_46,46,183,"Caterina stava preparando una limonata. Aggiunse meno zucchero rispetto alla quantità prevista. Tuttavia, la limonata aveva un sapore troppo aspro per tutti.",22,IMPLAUS_CONN,aspro,SC3
SR3a_46,46,184,"Caterina stava preparando una limonata. Aggiunse più zucchero rispetto alla quantità prevista. Tuttavia, la limonata aveva un sapore troppo aspro per tutti.",22,PLAUS_CONN,aspro,SC4
SR3a_47,47,185,Gli amici di Tamara l'hanno portata al cinema per il suo compleanno. Era un film dell'orrore. Tamara rimase molto spaventata dal film.,22,PLAUS_NOCONN,spaventata,SC1
SR4a_47,47,186,Gli amici di Tamara l'hanno portata al cinema per il suo compleanno. Era una commedia romantica. Tamara rimase molto spaventata dal film.,22,IMPLAUS_NOCONN,spaventata,SC2
SR1a_47,47,187,"Gli amici di Tamara l'hanno portata al cinema per il suo compleanno. Videro una commedia. Tuttavia, Tamara rimase molto spaventata dal film.",22,IMPLAUS_CONN,spaventata,SC3
SR2a_47,47,188,"Gli amici di Tamara l'hanno portata al cinema per il suo compleanno. Videro un horror. Tuttavia, Tamara rimase molto spaventata dal film.",22,PLAUS_CONN,spaventata,SC4
SR4a_50,50,197,Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie gli trovarono un'arma addosso. Il passeggero fu subito arrestato come terrorista.,22,PLAUS_NOCONN,arrestato,SC1
SR1a_50,50,198,Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie non trovarono nulla di sospetto. Il passeggero fu arrestato come terrorista.,22,IMPLAUS_NOCONN,arrestato,SC2
SR2a_50,50,199,"Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie gli trovarono un'arma addosso. Tuttavia, il passeggero fu arrestato come terrorista.",22,IMPLAUS_CONN,arrestato,SC3
SR3a_50,50,200,"Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Non c'era nulla di sospetto. Tuttavia, il passeggero fu subito arrestato come terrorista.",22,PLAUS_CONN,arrestato,SC4
SR3a_51,51,201,Giulia era tornata dalla gita in montagna con il raffreddore. Prese dello sciroppo per la tosse. Si sentì subito meglio poco dopo.,22,PLAUS_NOCONN,meglio,SC1
SR4a_51,51,202,Giulia era tornata dalla montagna con il raffreddore. Non volle prendere lo sciroppo per la tosse. Si sentì subito meglio poco dopo.,22,IMPLAUS_NOCONN,meglio,SC2
SR1a_51,51,203,"Giulia era tornata dalla montagna con il raffreddore. Prese del forte sciroppo per la tosse. Tuttavia, si sentì subito meglio poco dopo.",22,IMPLAUS_CONN,meglio,SC3
SR2a_51,51,204,"Giulia era tornata dalla montagna con il raffreddore. Non volle prendere lo sciroppo per la tosse. Tuttavia, si sentì meglio poco dopo.",22,PLAUS_CONN,meglio,SC4
SR2a_52,52,205,Il dipendente aveva lavorato per l'azienda per molti anni. È stato sorpreso a fare uso di droghe. È stato licenziato dalla società.,22,PLAUS_NOCONN,licenziato,SC1
SR3a_52,52,206,Il dipendente aveva lavorato per l'azienda per molti anni. Aveva sempre fatto un buon lavoro per  loro. È stato licenziato dalla società.,22,IMPLAUS_NOCONN,licenziato,SC2
SR4a_52,52,207,"Il dipendente aveva lavorato per l'azienda per anni. È stato sorpreso a fare uso di droghe. Tuttavia, è stato licenziato dalla società.",22,IMPLAUS_CONN,licenziato,SC3
SR1a_52,52,208,"Il dipendente aveva lavorato per l'azienda per anni. Aveva sempre fatto un buon lavoro per  loro. Tuttavia, è stato licenziato dalla società.",22,PLAUS_CONN,licenziato,SC4
SR1a_53,53,209,Edoardo era un giovane e attraente cantante pop. Tutti scaricavano e ascoltavano la sua nuova canzone. Era stata un successo alla radio.,22,PLAUS_NOCONN,successo,SC1
