SOS_ID,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR1a_17,17,65,James avait un problème avec la nourriture. Il a pratiquement arrêté de manger. Il est devenu très mince au bout d'un moment.,PLAUS_NOCONN,mince,SC1
SR1a_18,18,70,Le voleur était maladroit. L'alarme n'avait pas été déclenchée. Il a été attrapé par le garde.,IMPLAUS_NOCONN,attrapé,SC2
SR1a_19,19,75,"La compagnie de téléphone avait des problèmes financiers cette année-là. Elle avait perdu de nombreux clients. Toutefois, ses bénéfices ont diminué peu après.",IMPLAUS_CONN,diminué,SC3
SR1a_20,20,80,"Gianni avait de bonnes notes et n'a jamais eu de problèmes à l'école. Il était toujours de bonne humeur et avait de nombreux amis. Cependant, ses parents étaient inquiets pour lui.",PLAUS_CONN,inquiets,SC4
SR1a_21,21,81,Les deux pays étaient en guerre depuis des années. Les dirigeants ont décidé de signer la proposition de cessez-le-feu. Le conflit est terminé fin peu de temps après.,PLAUS_NOCONN,terminé,SC1
SR1a_22,22,86,"Le restaurant avait reçu d'excellentes critiques. C'était toujours plein. En mai, il avait fermé définitivement.",IMPLAUS_NOCONN,fermé,SC2
SR1a_23,23,91,"La célèbre violoniste était confiante dans sa performance. Elle a joué le morceau exceptionnellement bien. Cependant, tout le monde l'avait acclamée ce jour-là.",IMPLAUS_CONN,acclamée,SC3
SR1a_24,24,96,"La couturière épinglait la robe de Tobiah. Elle a fait très attention avec les épingles. Néanmoins, Tobiah a été recousu plusieurs fois.",PLAUS_CONN,recousu,SC4
SR1a_25,25,97,Judith avait un jardin dans l'arrière-cour. Elle n'a jamais passé beaucoup de temps à y travailler. Elle était pleine de déchets et de mauvaises herbes.,PLAUS_NOCONN,déchets,SC1
SR1a_26,26,102,La gymnaste était une spécialiste de la poutre d'équilibre. Elle avait exécuté le premier exercice à la perfection. Elle était déçue par elle-même.,IMPLAUS_NOCONN,déçue,SC2
SR1a_27,27,107,"L'entreprise a embauché un nouvel employé. Il était paresseux et lent. Cependant, ses évaluations ont été négatives ce trimestre-là.",IMPLAUS_CONN,négatives,SC3
SR1a_28,28,112,"L'enfant visitait le musée avec ses parents. Il a gardé une distance respectueuse avec les œuvres d'art. Plus tard, il a été grondé par le gardien du musée.",PLAUS_CONN,grondé,SC4
SR1a_29,29,113,L'idée de l'ingénieur logiciel a été mise en œuvre dans le nouveau produit. L'idée s'est avérée très populaire. L'ingénieur a obtenu une promotion dans l'entreprise.,PLAUS_NOCONN,promotion,SC1
SR1a_30,30,118,C'était le jour du match de football. Thomas n'a bu que de l'eau cette nuit-là. Il s'est réveillé avec une gueule de bois le lendemain matin.,IMPLAUS_NOCONN,gueule,SC2
SR1a_31,31,123,"Le gouverneur avait été assassiné. La scène de crime était couverte des empreintes de sa femme. Cependant, la femme a été arrêtée immédiatement.",IMPLAUS_CONN,arrêtée,SC3
SR1a_32,32,128,"Le taxi avait emmené le passager à l'aéroport. Le passager a laissé un généreux pourboire. Cependant, le chauffeur de taxi était furieux contre lui.",PLAUS_CONN,furieux,SC4
SR1a_33,33,129,"Il y avait un match de boxe dans l'arène. Le poing d'un boxeur atteint le visage de son adversaire. Ensuite, l'adversaire est tombé au sol.",PLAUS_NOCONN,tombé,SC1
SR1a_34,34,134,Luigi avait passé une semaine entière avec ses amis. Ils étaient allés à une fête tous les soirs. Il était vraiment seul cette semaine-là.,IMPLAUS_NOCONN,seul,SC2
SR1a_35,35,139,"Linda ne trouvait pas sa carte de crédit. Elle craignait qu'il ait été volé. Cependant, elle avait décidé de le supprimer immédiatement.",IMPLAUS_CONN,annuler,SC3
SR1a_36,36,144,"Susanna partait pour des vacances aux Bahamas plus tard dans la semaine. Les prévisions météorologiques étaient parfaites. Cependant, le voyage a été annulé peu de temps après. ",PLAUS_CONN,annulé,SC4
SR1a_37,37,145,"Pendant la tempête, l'électricité avait été coupée en ville. Les lumières du restaurant s'étaient éteintes. Les serveurs ont apporté des bougies aux tables.",PLAUS_NOCONN,bougies,SC1
SR1a_38,38,150,Alexander voulait désespérément aller à Harvard. Il avait appris par courrier qu'il n'avait pas été accepté. Il a immédiatement commencé à fêter avec ses amis. ,IMPLAUS_NOCONN,fêter,SC2
SR1a_39,39,155,"La femme a dû monter vingt étages. Elle n'était pas en forme et était en surpoids. Cependant, elle s'est immédiatement sentie fatiguée après cet effort.",IMPLAUS_CONN,fatiguée,SC3
SR1a_40,40,160,"Sara a passé un examen d'histoire aujourd'hui. Elle connaissait la réponse à chaque question. Cependant, elle s'est sentie paniquée pendant l'examen. ",PLAUS_CONN,paniquée,SC4
SR1a_41,41,161,Tamara prenait des leçons de conduite. Elle avait récemment eu un accident. Elle était très nerveuse sur la route.,PLAUS_NOCONN,nerveuse,SC1
SR1a_42,42,166,"Le syndicat était engagé dans des négociations contractuelles. Les négociations ont abouti et les employés ont été satisfaits. Le lendemain, ils ont décidé de faire du piquetage pour défendre leurs droits.",IMPLAUS_NOCONN,piquetage,SC2
SR1a_43,43,171,"Le garçon avait pris le téléski jusqu'au sommet. Ensuite, il avait fait toute la descente en ski. Néanmoins, il était très fier de lui. ",IMPLAUS_CONN,fier,SC3
SR1a_44,44,176,"Maurice a travaillé dans un hôpital à la réception. Il portait toujours des gants en latex. Cependant, il a été infecté par un patient.",PLAUS_CONN,infecté,SC4
SR1a_45,45,177,Stephen s'est inscrit dans une école de droit. Il avait de mauvaises notes et de mauvaises recommandations. L'école a rejeté sa demande.,PLAUS_NOCONN,rejeté,SC1
SR1a_46,46,182,Catherine faisait de la limonade cet après-midi-là. Elle avait ajouté plus de sucre que la recette demandée. La limonade avait un goût trop acide pour tout le monde.,IMPLAUS_NOCONN,acide,SC2
SR1a_47,47,187,"Les amis de Tamara l'ont emmenée au cinéma. C'était un film d'horreur. Cependant, Tamara a été très effrayée par le film.",IMPLAUS_CONN,effrayée,SC3
SR1a_48,48,192,"Donata était la locataire idéale. Elle payait toujours son loyer à temps. Cependant, le propriétaire l'avait expulsée de l'immeuble. ",PLAUS_CONN,expulsée,SC4
SR1a_49,49,193,Le comédien était nerveux ce soir-là. Il a donné une performance terrible. Le public l'a hué sans relâche.,PLAUS_NOCONN,hué,SC1
SR1a_50,50,198,Le passager effectuait des contrôles de sécurité à l'aéroport. Les gardes n'ont rien trouvé de suspect. Le passager a été immédiatement arrêté comme terroriste.,IMPLAUS_NOCONN,arrêté,SC2
SR1a_51,51,203,"Giulia était revenue de la montagne avec un rhume. Elle a pris du sirop pour la toux. Cependant, elle s'est sentie mieux peu de temps après.",IMPLAUS_CONN,mieux,SC3
SR1a_52,52,208,"L'employé travaillait pour l'entreprise depuis de nombreuses années. Il avait toujours fait du bon travail. Cependant, il a été licencié de l'entreprise.",PLAUS_CONN,licencié,SC4
SR1a_53,53,209,Edward était un jeune chanteur pop. Tout le monde téléchargeait sa nouvelle chanson. Elle avait été un succès à la radio.,PLAUS_NOCONN,succès,SC1
SR1a_54,54,214,L'homme avait la cinquantaine. Sa peau était lisse et rayonnante. Il se voyait très vieux quand il se regardait dans le miroir.,IMPLAUS_NOCONN,vieux,SC2
SR1a_55,55,219,"Marta voulait se teindre les cheveux. Le coiffeur a fait un travail terrible. Cependant, Marta était vraiment mécontente du résultat.",IMPLAUS_CONN,mécontente,SC3
SR1a_56,56,224,"Alice rentrait du travail le soir. Son petit ami était avec elle. Cependant, elle s'est sentie nerveuse tout au long du trajet.",PLAUS_CONN,nerveuse,SC4
SR1a_57,57,225,Andrea voulait être en bonne santé. Elle avait commencé à soulever des poids à la salle de gym. Il est devenu très musclé cet hiver-là.,PLAUS_NOCONN,musclé,SC1
SR1a_58,58,230,L'équipe locale n'était qu'à un point de la victoire. Le joueur a manqué le lancer franc à la dernière seconde. L'équipe locale a remporté ce match.,IMPLAUS_NOCONN,remporté,SC2
SR1a_59,59,235,Le condamné a fait appel du verdict. Il y avait de nouvelles preuves ADN prouvant son innocence. Il a toutefois été libéré à l'issue de la procédure.,IMPLAUS_CONN,libéré,SC3
SR1a_60,60,240,"Tommaso n'a dormi que deux heures la nuit dernière. Il n'avait pas le temps de prendre un café ce matin. Cependant, il se sentait éveillé et plein d'énergie au travail.",PLAUS_CONN,éveillé,SC4
SR1a_61,61,241,Maria a oublié d'emporter un manteau d'hiver pour le voyage à Chicago. Les températures sont descendues aux alentours de zéro. Elle était froide tout le temps.,PLAUS_NOCONN,froide,SC1
SR1a_62,62,246,"Dans le bureau de Joanne, tout le monde s'est enfin remis de la grippe. Giovanna n'avait plus froid après le travail le mardi. Le lendemain, elle se sentait mal et est restée à la maison.",IMPLAUS_NOCONN,mal,SC2
SR1a_63,63,251,"Tout ce café a donné à Corinne une tachycardie. Elle avait trop bu ce matin-là. Cependant, elle était très agitée pendant la réunion.",IMPLAUS_CONN,agitée,SC3
SR1a_64,64,256,Marco s'était levé tôt. Il voulait s'assurer qu'il ne manquerait pas le bus. Il est arrivé en retard à la réunion. ,PLAUS_CONN,retard,SC4
SR1a_65,65,257,John postulait pour un emploi. Il n'était qualifié pour aucun poste. Il était au chômage depuis plus d'un an.,PLAUS_NOCONN,chômage,SC1
SR1a_66,66,262,Peter était à nouveau au régime. Il était obsédé par une alimentation saine. Il mangeait souvent des chips au déjeuner et au dîner.,IMPLAUS_NOCONN,chips,SC2
SR1a_67,67,267,"Alice avait été négligente avec son pull en laine. Elle l'avait lavé à l'eau chaude dans la machine à laver. Cependant, le pull-over avait rétréci après le lavage.",IMPLAUS_CONN,rétréci,SC3
SR1a_68,68,272,Amanda est allée chez le coiffeur. Les coiffeurs ont fait un mauvais travail. Elle était magnifique en quittant le magasin. ,PLAUS_CONN,magnifique,SC4
SR1a_69,69,273,Maria organisait un cocktail. Elle avait nettoyé et astiqué la maison toute la journée. La maison était magnifique pendant la fête.,PLAUS_NOCONN,magnifique,SC1
SR1a_70,70,278,Jean a soumis un article de recherche à une revue. Les critiques ont envoyé des avis très négatifs. L'article a été accepté pour publication.,IMPLAUS_NOCONN,accepté,SC2
SR1a_71,71,283,"John a passé des vacances très peu excitantes. Il était resté à la maison avec ses parents pendant une semaine entière. Cependant, depuis le début des vacances, il s'ennuyait tous les jours. ",IMPLAUS_CONN,ennuyait,SC3
SR1a_72,72,288,"John s'était arrêté pour prendre un café au café. Il l'a commandé noir et sans sucre. Cependant, il avait un goût très sucré.",PLAUS_CONN,sucré,SC4
SR1a_73,73,289,L'homme essayait de traverser la large rivière à la nage. L'eau était profonde et agitée. L'homme s'est noyé avant de pouvoir traverser.,PLAUS_NOCONN,noyé,SC1
SR1a_74,74,294,Susanna est allée au spa. Elle se sentait fraîche et propre. Elle a pris une douche dès qu'elle est rentrée chez elle.,IMPLAUS_NOCONN,douche,SC2
SR1a_75,75,299,"Davide aimait frimer devant ses amis. Il était bruyant et grossier envers le professeur. Cependant, il a été suspendu à la demande du directeur de l'école.",IMPLAUS_CONN,suspendu,SC3
SR1a_76,76,304,"Le défendeur a plaidé innocent. Le jury a décidé qu'il était coupable. Cependant, le défendeur a été libéré le jour suivant.",PLAUS_CONN,libéré,SC4
SR1a_77,77,305,Le magicien faisait des tours. Il a fait disparaître un lapin. Tout le monde a été enchanté par la performance.,PLAUS_NOCONN,enchanté,SC1
SR1a_78,78,310,Gianni n'avait pas le droit de regarder des films violents. Il a regardé un jeu télévisé. Ses parents lui ont interdit de regarder la télévision.,IMPLAUS_NOCONN,interdit,SC2
SR1a_79,79,315,"Giliana avait une peau très claire. Elle avait oublié de mettre de la crème solaire à la plage. Cependant, elle a pris un coup de soleil lundi dernier.",IMPLAUS_CONN,coup,SC3
SR1a_80,80,320,"Le soldat avait reçu un coup oblique. Il a été immédiatement envoyé chez un expert médical. Cependant, le soldat était mort quelques minutes plus tard.",PLAUS_CONN,mort,SC4
SR1b_01,81,321,Angela a appelé son père sur son téléphone portable. Le signal était mauvais. La voix de son père était brouillée et indistincte. ,PLAUS_NOCONN,brouillé,SC1
SR1b_02,82,326,La zone était contrôlée par la mafia. Le propriétaire du magasin avait toujours payé la dentelle. Son magasin a été attaqué cette nuit-là.,IMPLAUS_NOCONN,attaqué,SC2
SR1b_03,83,331,"On a découvert que l'athlète prenait des stéroïdes. Il avait des antécédents de toxicomanie. Cependant, le Comité olympique l'a banni pendant 10 ans.",IMPLAUS_CONN,banni,SC3
SR1b_04,84,336,"L'astronome pensait avoir trouvé une nouvelle planète. L'analyse informatique avait confirmé son hypothèse. Cependant, il était très déprimé à ce sujet.",PLAUS_CONN,déprimé,SC4
SR1b_05,85,337,Des rumeurs ont commencé à circuler sur la corruption du gouverneur. Le procureur fédéral a menacé d'enquêter sur lui. Le gouverneur a démissionné de son poste.,PLAUS_NOCONN,démissionné,SC1
SR1b_06,86,342,Laura a mis le gâteau dans le four. Elle a suivi la recette à la lettre. Le gâteau a brûlé dans le four. ,IMPLAUS_NOCONN,brûlé,SC2
SR1b_07,87,347,"Claudia aime jouer de la batterie dans son appartement. Le son est très gênant pour les voisins. Cependant, ils se sont plaints au propriétaire.",IMPLAUS_CONN,plaints,SC3
SR1b_08,88,352,"Le pont n'avait que quelques années. Les fondations étaient solides. Cependant, les inspecteurs de l'État ont jugé qu'il était dangereux de l'utiliser.",PLAUS_CONN,dangereux,SC4
SR1b_09,89,353,L'examinateur de conduite était très strict. Il était heureux que Bernardo n'ait pas fait d'erreur. Bernardo a réussi le test ce jour-là.,PLAUS_NOCONN,réussi,SC1
SR1b_10,90,358,Gianna est une grande fan de musique classique. Elle a acheté un billet bon marché pour le concert de vendredi. Elle a un siège dans les stalles près de la scène.,IMPLAUS_NOCONN,stalles,SC2
SR1b_11,91,363,"La voiture de police était garée le long de la route. Le détecteur a dit qu'une voiture allait trop vite. Cependant, le policier a arrêté le conducteur.",IMPLAUS_CONN,arrêté,SC3
SR1b_12,92,368,"Michela était une adolescente. Elle utilisait une crème hydratante tous les jours. Cependant, son visage était ridé et sec.",PLAUS_CONN,ridé,SC4
SR1b_13,93,369,"Le bébé a été couché dans son lit. Il a continué à pleurer pendant la nuit. Le lendemain matin, ses parents sont épuisés et irritables.",PLAUS_NOCONN,épuisés,SC1
SR1b_14,94,374,La tempête de pluie avait frappé l'île. Les digues ont pu contenir l'eau. Les routes ont été inondées pendant des jours.,IMPLAUS_NOCONN,inondées,SC2
SR1b_15,95,379,"La météo a annoncé du beau temps pour le week-end des vacances. De nombreuses personnes ont décidé de partir à la mer. Cependant, les autoroutes ont été bloquées sur des kilomètres.",IMPLAUS_CONN,bloquées,SC3
SR1b_16,96,384,"Les habitants de la ville côtière ont entendu la nouvelle de l'ouragan. La tempête ne passerait pas par leur ville. Cependant, on leur a conseillé d'évacuer immédiatement.",PLAUS_CONN,évacuer,SC4
SR1b_17,97,385,Clara allait trop vite dans la tempête de glace. Elle a perdu le contrôle du véhicule. La voiture s'est écrasée contre un arbre.,PLAUS_NOCONN,écrasée,SC1
SR1b_18,98,390,"L'homme est resté dehors toute la nuit. Il portait un pyjama chaud. Le lendemain matin, il toussait et avait le nez qui coulait.",IMPLAUS_NOCONN,toussait,SC2
SR1b_19,99,395,"L'avion était immobile sur la piste. Le vol a continué à être retardé. Cependant, les passagers ont commencé à grogner bruyamment.",IMPLAUS_CONN,grogner,SC3
SR1b_20,100,400,"La vieille femme descendait les marches enneigées. Elle a atteint le bas des escaliers sans tomber. Cependant, elle est restée à l'hôpital pendant un certain temps après.",PLAUS_CONN,hôpital,SC4
SR1b_21,101,401,Le médium prétend voir l'avenir. Il a été utile à de nombreuses personnes. Les clients ont été satisfaits de ses prédictions.,PLAUS_NOCONN,satisfaits,SC1
SR1b_22,102,406,Daniel est allé dans un pub avec ses amis. Il avait arrêté de boire. Il a commandé un whisky et un soda.,IMPLAUS_NOCONN,whisky,SC2
SR1b_23,103,411,"Le conducteur avait trop bu cette nuit-là. Le policier lui a fait passer un alcootest. Cependant, le taux d'alcoolémie du conducteur était supérieur à la limite légale.",IMPLAUS_CONN,supérieur,SC3
SR1b_24,104,416,"L'adolescent était allé se faire couper les cheveux. Elle n'était pas du genre à avoir un look tape-à-l'œil. Cependant, elle s'est fait faire un mohawk au salon.",PLAUS_CONN,mohawk,SC4
SR1b_25,105,417,"Les garçons se battaient. Finalement, ils ont commencé à se frapper. Ils étaient meurtris le jour suivant.",PLAUS_NOCONN,meurtris,SC1
SR1b_26,106,422,Francis avait mangé un gros repas. Il est arrivé à la maison repu et un peu endormi. Il a décidé de manger un sandwich dans la cuisine.,IMPLAUS_NOCONN,sandwich,SC2
SR1b_27,107,427,"Tous les touristes ont aimé l'organisateur du voyage. Il avait toujours beaucoup de clients. Cependant, ses bénéfices étaient énormes chaque été.",IMPLAUS_CONN,énormes,SC3
SR1b_28,108,432,"Le chef travaillait dans la cuisine. Il ne touchait même pas les couteaux. Cependant, il s'est ensuite coupé le doigt.",PLAUS_CONN,coupé,SC4
SR1b_29,109,433,Le touriste voulait retourner à son hôtel. Il avait oublié les indications. Il s'était perdu en chemin.,PLAUS_NOCONN,perdu,SC1
SR1b_30,110,438,Le Congrès avait envoyé le projet de loi au Président pour qu'il l'approuve. C'était considéré comme une excellente idée. Le président a rejeté cette mesure.,IMPLAUS_NOCONN,rejeté,SC2
SR1b_31,111,443,"Giovanni a auditionné pour la troupe de comédie. Sa performance a fait rire les autres élèves à gorge déployée. Cependant, le directeur lui a demandé de rejoindre le groupe.",IMPLAUS_CONN,rejoindre,SC3
SR1b_32,112,448,"John s'est saoulé à la fête. Il a dû s'allonger sur le canapé. Cependant, il a fini par reconduire tout le monde chez lui.",PLAUS_CONN,conduire,SC4
SR1b_33,113,449,Le guerrier charismatique avait renversé le roi. Le vieux roi était très impopulaire parmi ses sujets. Le peuple s'est réjoui dans les rues.,PLAUS_NOCONN,réjoui,SC1
SR1b_34,114,454,Le bâtiment avait été évacué en raison d'une alerte à la bombe. Les employés ont été informés qu'il s'agissait d'une fausse alerte. Tout le monde a été effrayé par la nouvelle.,IMPLAUS_NOCONN,effrayé,SC2
SR1b_35,115,459,"Richard avait observé le jeûne pour la fête. Il devait jeûner toute la journée. Cependant, il avait vraiment faim le soir venu.",IMPLAUS_CONN,faim,SC3
SR1b_36,116,464,"La femme n'avait jamais dansé avant son mariage. Elle ne voulait pas prendre de leçons. Cependant, elle a dansé comme une pro à la réception.",PLAUS_CONN,pro,SC4
SR1b_37,117,465,Miriam a commandé de nouveaux verres à vin. Certains sont arrivés cassés. Elle voulait les rendre immédiatement.,PLAUS_NOCONN,retour,SC1
SR1b_38,118,470,Le bébé a pleuré. La mère était trop occupée pour penser à lui. Le bébé s'est calmé tout de suite.,IMPLAUS_NOCONN,calmé,SC2
SR1b_39,119,475,"Carolina a écouté la radio. La tempête de la nuit dernière a laissé plusieurs mètres de neige. Cependant, les écoles étaient fermées ce jour-là.",IMPLAUS_CONN,fermées,SC3
SR1b_40,120,480,"Joan était optimiste quant à son cas. Son avocat avait des preuves de son innocence. Néanmoins, elle a été condamnée par le jury.",PLAUS_CONN,condamnée,SC4
SR1b_41,121,481,Mario a poursuivi le médecin pour négligence. Il a finalement obtenu des dommages et intérêts. Il est devenu riche grâce à cette affaire.,PLAUS_NOCONN,riche,SC1
SR1b_42,122,486,Il y avait eu une effraction à la maison. Le cambrioleur n'avait laissé aucune trace. La police l'a identifié facilement.,IMPLAUS_NOCONN,identifié,SC2
SR1b_43,123,491,"L'adolescent faisait une présentation. C'était une personne très maladroite. Cependant, pendant la séance de questions, il rougissait visiblement.",IMPLAUS_CONN,rougissait,SC3
SR1b_44,124,496,"Alice s'entraînait pour la saison de football. Lundi, elle a eu un massage pour se détendre. Cependant, le lendemain, elle avait mal partout.",PLAUS_CONN,mal,SC4
SR1b_45,125,497,C'était le premier jour du printemps. La journée était belle et chaude. Les enfants ont passé la récréation dans la cour ce jour-là.,PLAUS_NOCONN,cour,SC1
SR1b_46,126,502,Giovanna a décidé de rendre les chaussures qu'elle avait achetées l'année précédente. Ils étaient usés et elle avait perdu le reçu. Le magasin lui a remboursé l'argent.,IMPLAUS_NOCONN,remboursé,SC2
SR1b_47,127,507,"L'immeuble d'habitation était situé dans un quartier huppé. La police patrouille régulièrement dans la zone. Cependant, les résidents se sentaient en sécurité en y vivant.",IMPLAUS_CONN,sécurité,SC3
SR1b_48,128,512,"Le PDG devait rencontrer les directeurs de succursale de Californie. Il a manqué un vol un jour plus tôt. Cependant, la réunion a été annulée et reprogrammée.",PLAUS_CONN,annulée,SC4
SR1b_49,129,513,"Pour obtenir un emploi d'avocat, Cristiano a dû passer l'examen du barreau. Il venait d'échouer à l'examen en avril. Cristiano était inquiet pour sa carrière.",PLAUS_NOCONN,inquiet,SC1
SR1b_50,130,518,"Gilda vit dans une campagne tranquille. La fenêtre de sa chambre donne sur une forêt. La nuit, elle peut entendre le trafic qui passe.",IMPLAUS_NOCONN,trafic,SC2
SR1b_51,131,523,"Le Sénat débat du nouveau projet de loi du Président. La plupart des membres du Congrès n'ont pas apprécié. Cependant, le projet de loi a échoué vendredi.",IMPLAUS_CONN,échoué,SC3
SR1b_52,132,528,"Les colliers ont été fabriqués dans l'ancien style celtique. Ils ont été produits en masse en utilisant la même technique. Cependant, chaque pièce est unique et précieuse.",PLAUS_CONN,unique,SC4
SR1b_53,133,529,Le directeur se couchait toujours tard pour travailler. Son médecin lui avait conseillé de se reposer davantage. Il a décidé de dormir davantage chaque jour.,PLAUS_NOCONN,dormir,SC1
SR1b_54,134,534,"John a toujours eu des difficultés en mathématiques. Dans la leçon d'aujourd'hui, le professeur a expliqué un nouveau concept. John l'a trouvé simple à comprendre.",IMPLAUS_NOCONN,facile,SC2
SR1b_55,135,539,"Le sénateur est parti seul en voyage à l'étranger. Elle était dans une zone dangereuse. Cependant, elle a ensuite été kidnappée par deux criminels.",IMPLAUS_CONN,kidnappée,SC3
SR1b_56,136,544,"Il y a eu un petit incendie dans la cuisine du restaurant. Le camion de pompiers est arrivé immédiatement. Cependant, la plupart des clients ont été brûlés en essayant de s'échapper.",PLAUS_CONN,brûlés,SC4
SR1b_57,137,545,Joan est allée au cinéma pour voir le nouveau film. Les billets avaient été vendus trente minutes auparavant. Elle s'est sentie très malchanceuse et est rentrée chez elle.,PLAUS_NOCONN,malchanceuse,SC1
SR1b_58,138,550,Melinda et son mari sont allés dîner dans un restaurant de fruits de mer. Ils sont tous deux intolérants aux crustacés. Melinda a commandé des huîtres pour le dîner.,IMPLAUS_NOCONN,huîtres,SC2
SR1b_59,139,555,"Matthew avait oublié que l'article était à rendre le mercredi. A ce moment-là, il l'avait à peine commencé. Cependant, il a remis l'article en retard à l'enseignant.",IMPLAUS_CONN,retard,SC3
SR1b_60,140,560,"Kevin est un lutteur professionnel. Il prend cinq repas par jour. Cependant, il est vraiment mince qu'un bâton.",PLAUS_CONN,mince,SC4
SR1b_61,141,561,Licia déteste son travail actuel. Elle a été engagée par une autre entreprise avec un salaire beaucoup plus élevé. Elle a décidé d'accepter leur offre.,PLAUS_NOCONN,accepter,SC1
SR1b_62,142,566,Daniele portait une chemise froissée pour l'entretien. Il venait de renverser du café dessus. Il avait l'air professionnel pendant l'entretien.,IMPLAUS_NOCONN,professionnel,SC2
SR1b_63,143,571,"James et cinq autres amis voyageaient ensemble. Ils ont loué un van géant pour le voyage. Cependant, ils ont tous été très confortables pendant le voyage.",IMPLAUS_CONN,confortables,SC3
SR1b_64,144,576,"Anna a de gros problèmes financiers. Elle doit maintenant faire attention à son budget mensuel. Cependant, elle a acheté un cadeau très cher pour son amie.",PLAUS_CONN,cher,SC4
SR1b_65,145,577,Jessica a demandé un vélo pour Noël. Ses parents lui en ont donné un. Jessica était très heureuse de ce cadeau.,PLAUS_NOCONN,heureuse,SC1
SR1b_66,146,582,Donato a dû se faire rattacher un tendon par un chirurgien. Il y a eu des complications fatales pendant la procédure. L'opération a été un succès ce jour-là.,IMPLAUS_NOCONN,succès,SC2
SR1b_67,147,587,"Le maire était incroyablement impopulaire dans la ville. Il a reçu de nombreuses lettres de plainte. Cependant, il était entouré de critiques en permanence.",IMPLAUS_CONN,critiques,SC3
SR1b_68,148,592,"Diana est tombée la première fois qu'elle est allée skier. Elle a juré de ne plus jamais le faire. Cependant, ces jours-ci, elle se rend sur les pistes aussi souvent que possible.",PLAUS_CONN,pistes,SC4
SR1b_69,149,593,Joan nettoie rarement sa maison. Elle a deux jeunes enfants à la maison. Sa cuisine était en désordre tout le temps.,PLAUS_NOCONN,encombrement,SC1
SR1b_70,150,598,Le propriétaire de la maison venait d'emménager. Tous les voisins étaient amicaux avec lui. Il a appelé les carabiniers pour qu'ils viennent vérifier.,IMPLAUS_NOCONN,carabiniers,SC2
SR1b_71,151,603,"Le toit a eu une fuite dans la cuisine. L'homme à tout faire est passé et l'a réparé. Cependant, l'écoulement s'est arrêté très vite.",IMPLAUS_CONN,arrêté,SC3
