SOS_ID,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR1a_67,67,267,"Alice era stata negligente con il suo maglione di lana. Lo aveva lavato in acqua calda in lavatrice. Nonostante ciò, il maglione si era ristretto dopo la lavata.",IMPLAUS_CONN,ristretto,SC3
SR1a_69,69,273,Maria stava organizzando un cocktail party. Aveva pulito e lucidato la casa tutto il giorno. La casa era magnifica durante la festa.,PLAUS_NOCONN,magnifica,SC1
SR1a_70,70,278,Giovanni ha inviato un articolo di ricerca a un giornale. I revisori hanno mandato recensioni molto negative. L'articolo è stato accettato per la pubblicazione.,IMPLAUS_NOCONN,accettato,SC2
SR1a_71,71,283,"Giovanni ha avuto una vacanza molto poco emozionante. Era rimasto a casa con i suoi genitori per un'intera settimana. Nonostante ciò, da inizio ferie si era annoiato ogni giorno. ",IMPLAUS_CONN,annoiato,SC3
SR1a_72,72,288,"Giovanni si era fermato a prendere un caffè al bar. L'ha ordinato nero e senza zucchero. Nonostante ciò, aveva un sapore molto dolce per lui.",PLAUS_CONN,dolce,SC4
SR1a_73,73,289,L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era profonda e agitata. L'uomo è annegato prima di riuscire ad attraversare.,PLAUS_NOCONN,annegato,SC1
SR1a_74,74,294,Susanna è andata alla spa. Si sentiva fresca e pulita. Ha fatto una doccia appena tornata a casa.,IMPLAUS_NOCONN,doccia,SC2
SR1a_75,75,299,"A Davide piaceva mettersi in mostra per i suoi amici. Era rumoroso e scortese con l'insegnante. Nonostante ciò, è stato sospeso per volere del preside.",IMPLAUS_CONN,sospeso,SC3
SR1a_76,76,304,"L'imputato si dichiarava innocente. La giuria decise che era colpevole. Nonostante ciò, l'imputato fu liberato il giorno successivo.",PLAUS_CONN,liberato,SC4
SR1a_78,78,310,A Gianni è stato vietato di guardare film violenti. Ha guardato un quiz televisivo. I suoi genitori gli hanno proibito la televisione.,IMPLAUS_NOCONN,proibito,SC2
SR1a_79,79,315,"Giliana aveva la pelle molto chiara. Aveva dimenticato la crema solare in spiaggia. Nonostante ciò, si è presa una scottatura lunedì scorso.",IMPLAUS_CONN,scottatura,SC3
SR1a_80,80,320,"Il soldato aveva ricevuto un colpo di striscio. Fu subito mandato da un medico esperto. Nonostante ciò, il soldato era morto pochi minuti dopo.",PLAUS_CONN,morto,SC4
SR1b_01,81,321,Angela ha chiamato suo padre sul cellulare. Il segnale era pessimo. La voce di suo padre era confusa e indistinta. ,PLAUS_NOCONN,confusa,SC1
SR1b_02,82,326,La zona era controllata dalla mafia. Il proprietario del negozio aveva sempre pagato il pizzo. Il suo negozio è stato attaccato quella notte.,IMPLAUS_NOCONN,attaccato,SC2
SR1b_03,83,331,"Fu scoperto che l'atleta assumeva steroidi. Aveva una storia di abuso di droghe. Nonostante ciò, il Comitato Olimpico lo ha bandito per 10 anni.",IMPLAUS_CONN,bandito,SC3
SR1b_04,84,336,"L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer aveva confermato la sua ipotesi. Nonostante ciò, era molto abbattuto per questo.",PLAUS_CONN,abbattuto,SC4
SR1b_05,85,337,Cominciarono a circolare voci sulla corruzione del governatore. Il procuratore federale minacciava di indagare su di lui. Il governatore si dimise dall'incarico.,PLAUS_NOCONN,dimise,SC1
SR1b_07,87,347,"A Claudia piace suonare la batteria nel suo appartamento. Il suono è molto fastidioso per i vicini. Nonostante ciò, si sono lamentati con il padrone di casa.",IMPLAUS_CONN,lamentati,SC3
SR1b_10,90,358,Gianna è una grande fan della musica classica. Ha comprato un biglietto economico per il concerto di venerdì. Ha un posto in platea vicino al palco.,IMPLAUS_NOCONN,platea,SC2
SR1b_11,91,363,"L'auto della polizia era seduta lungo la strada. Il rilevatore ha detto che un'auto stava andando troppo forte. Nonostante ciò, il poliziotto ha fermato l'autista.",IMPLAUS_CONN,fermato,SC3
SR1b_12,92,368,"Michela era nella sua adolescenza. Usava una crema idratante tutti i giorni. Nonostante ciò, la sua faccia era rugosa e secca.",PLAUS_CONN,rugosa,SC4
SR1b_13,93,369,"Il bambino è stato messo a dormire nella sua culla. Ha continuato a piangere durante la notte. La mattina dopo, i suoi genitori erano esausti e irritabili.",PLAUS_NOCONN,esausti,SC1
SR1b_14,94,374,La tempesta di pioggia aveva colpito l'isola. Gli argini sono stati in grado di contenere l'acqua. Le strade sono state allagate per giorni.,IMPLAUS_NOCONN,allagate,SC2
SR1b_15,95,379,"Le previsioni del tempo hanno mostrato bel tempo per il fine settimana di vacanza. Molte persone hanno deciso partire per il mare. Nonostante ciò, le autostrade erano bloccate per chilometri.",IMPLAUS_CONN,bloccate,SC3
SR1b_16,96,384,"I residenti della città costiera hanno ascoltato le notizie dell'uragano. La tempesta non sarebbe passata dalla loro città. Nonostante ciò, gli è stato consigliato di evacuare immediatamente.",PLAUS_CONN,evacuare,SC4
SR1b_17,97,385,Clara stava andando troppo velocemente nella tempesta di ghiaccio. Ha perso il controllo del mezzo. L'auto si è schiantata contro un albero.,PLAUS_NOCONN,schiantata,SC1
SR1b_18,98,390,L'uomo è rimasto fuori tutta la notte. Indossava un pigiama caldo. La mattina dopo aveva tosse e naso che cola.,IMPLAUS_NOCONN,tosse,SC2
SR1b_19,99,395,"L'aereo era fermo sulla pista. Il volo ha continuato a subire ritardi. Nonostante ciò, i passeggeri iniziarono a brontolare rumorosamente.",IMPLAUS_CONN,brontolare,SC3
SR1b_20,100,400,"L'anziana donna stava scendendo i gradini innevati. Giunse in fondo alla scala senza cadere. Nonostante ciò, dopo rimase in ospedale per un po' di tempo.",PLAUS_CONN,ospedale,SC4
SR1b_21,101,401,Il sensitivo afferma di vedere il futuro. È stato utile a molte persone. I clienti sono rimasti soddisfatti delle sue predizioni.,PLAUS_NOCONN,soddisfatti,SC1
SR1b_22,102,406,Daniele è andato in un pub con i suoi amici. Aveva smesso di bere. Ha ordinato un whisky e una bibita.,IMPLAUS_NOCONN,whisky,SC2
SR1b_23,103,411,"L'autista aveva bevuto troppo quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Nonostante ciò, il livello di alcol nel sangue del conducente era superiore al limite legale.",IMPLAUS_CONN,superiore,SC3
SR1b_24,104,416,"L'adolescente era andata a farsi tagliare i capelli. Non era il tipo da look appariscenti. Nonostante ciò, si fece fare una cresta mohawk al salone.",PLAUS_CONN,cresta,SC4
SR1b_25,105,417,I ragazzi stavano litigando. Alla fine hanno iniziato a prendersi a pugni. Erano pieni di lividi il ??giorno successivo.,PLAUS_NOCONN,lividi,SC1
SR1b_26,106,422,Francesco aveva fatto un pranzo abbondante. Arrivò a casa pieno e un po' assonnato. Decise di mangiare un panino in cucina.,IMPLAUS_NOCONN,panino,SC2
SR1b_27,107,427,"Tutti i turisti adoravano l'organizzatore dei tour. Ha sempre avuto molti clienti. Nonostante ciò, i suoi profitti erano enormi ogni estate.",IMPLAUS_CONN,enormi,SC3
SR1b_28,108,432,"Lo chef stava lavorando in cucina. Non stava nemmeno toccando i coltelli. Nonostante ciò, si è poi tagliato il dito.",PLAUS_CONN,tagliato,SC4
SR1b_29,109,433,Il turista voleva tornare al suo albergo. Aveva dimenticato le indicazioni. Si era perso per la strada.,PLAUS_NOCONN,perso,SC1
SR1b_30,110,438,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea eccellente. Il Presidente respinse la misura.,IMPLAUS_NOCONN,respinse,SC2
SR1b_31,111,443,"Giovanni ha fatto i provini per la compagnia di teatro comico. La sua esibizione ha fatto ridere a crepapelle gli altri studenti. Nonostante ciò, il regista gli ha chiesto di unirsi al gruppo.",IMPLAUS_CONN,unirsi,SC3
SR1b_32,112,448,"Giovanni si era ubriacato alla festa. Dovette stendersi sul divano. Nonostante ciò, ha finito per accompagnare tutti a casa.",PLAUS_CONN,accompagnare,SC4
SR1b_34,114,454,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di un falso allarme. Tutti erano spaventati dalla notizia.,IMPLAUS_NOCONN,spaventati,SC2
SR1b_35,115,459,"Riccardo aveva osservato il digiuno per la festa. Doveva digiunare tutto il giorno. Nonostante ciò, era davvero affamato quando venne sera.",IMPLAUS_CONN,affamato,SC3
SR1b_36,116,464,"La donna non aveva mai ballato prima del suo matrimonio. Non ha voluto prendere lezioni. Nonostante ciò, ha ballato come una professionista al ricevimento.",PLAUS_CONN,professionista,SC4
SR1b_37,117,465,Miriam ha ordinato dei bicchieri da vino nuovi. Alcuni sono arrivati ??rotti. Li ha voluti restituire immediatamente.,PLAUS_NOCONN,restituire,SC1
SR1b_38,118,470,Il bambino piangeva. La madre era troppo impegnata per pensare a lui. Il bambino si è calmato molto presto.,IMPLAUS_NOCONN,calmato,SC2
SR1b_39,119,475,"Carolina ascoltava la radio. La tempesta della scorsa notte aveva lasciato diversi metri di neve. Nonostante ciò, le scuole erano chiuse quel giorno.",IMPLAUS_CONN,chiuso,SC3
SR1b_41,121,481,Mario ha citato in giudizio il medico per negligenza. Alla fine ha vinto il risarcimento dei danni. È diventato ricco grazie al caso.,PLAUS_NOCONN,ricco,SC1
SR1b_42,122,486,C'era stata un'irruzione in casa. Il ladro non ha lasciato tracce. La polizia lo ha identificato facilmente.,IMPLAUS_NOCONN,identificato,SC2
SR1b_43,123,491,"L'adolescente stava facendo una presentazione. Era una persona molto impacciata. Nonostante ciò, durante la sessione delle domande era arrossito visibilmente.",IMPLAUS_CONN,arrossito,SC3
SR1b_44,124,496,"Alice si stava allenando per la stagione calcistica. Lunedì si è fatta fare un massaggio per rilassarsi. Nonostante ciò, il giorno dopo era dolorante dappertutto.",PLAUS_CONN,dolorante,SC4
SR1b_45,125,497,Era il primo giorno di primavera. Il giorno era bello e caldo. I bambini hanno passato la ricreazione in cortile quel giorno.,PLAUS_NOCONN,cortile,SC1
SR1b_46,126,502,Giovanna aveva deciso di restituire le scarpe che aveva comprato l'anno prima. Erano consumate e lei aveva perso lo scontrino. Il negozio le ha rimborsato i soldi.,IMPLAUS_NOCONN,rimborsato,SC2
SR1b_47,127,507,"L'edificio del condominio si trovava in un quartiere elegante dei quartieri alti. La polizia ha regolarmente pattugliato la zona. Nonostante ciò, i residenti si sentivano sicuri vivendo lì.",IMPLAUS_CONN,sicuri,SC3
SR1b_48,128,512,"L'amministratore delegato aveva programmato un incontro con i direttori di filiale della California. Ha perso un volo con un giorno d'anticipo. Nonostante ciò, la riunione è stata annullata e riprogrammata.",PLAUS_CONN,annullata,SC4
SR1b_49,129,513,"Per ottenere un lavoro come avvocato, Cristiano doveva superare l'esame di avvocato. Aveva appena fallito l'esame ad aprile. Cristiano era preoccupato per la sua carriera.",PLAUS_NOCONN,preoccupato,SC1
SR1b_50,130,518,Gilda vive in una tranquilla campagna. La finestra della sua camera da letto si affaccia su una foresta. Di notte può sentire il traffico che passa.,IMPLAUS_NOCONN,traffico,SC2
SR1b_51,131,523,"Il Senato stava discutendo il nuovo disegno di legge del Presidente. Alla maggior parte dei membri del Congresso non piaceva. Nonostante ciò, il disegno di legge è fallito venerdì.",IMPLAUS_CONN,fallito,SC3
SR1b_52,132,528,"Le collane sono state realizzate nello stile celtico antico. Sono state prodotte in massa con la stessa tecnica. Nonostante ciò, ogni pezzo è unico e prezioso.",PLAUS_CONN,unico,SC4
SR1b_53,133,529,Il dirigente restava sempre alzato fino a tardi a lavorare. Il suo medico lo aveva esortato a riposarsi di più. Decise di dormire di più ogni giorno.,PLAUS_NOCONN,dormire,SC1
SR1b_54,134,534,Giovanni ha sempre faticato in matematica. Nella lezione di oggi il professore ha spiegato un nuovo concetto. Giovanni lo ha trovato semplice da capire.,IMPLAUS_NOCONN,semplice,SC2
SR1b_55,135,539,"La senatrice si recò da sola in viaggio all'estero. Era in una zona pericolosa. Nonostante ciò, è stata poi rapita da due criminali.",IMPLAUS_CONN,rapita,SC3
SR1b_56,136,544,"C'è stato un piccolo incendio nella cucina del ristorante. Il camion dei pompieri è arrivato subito. Nonostante ciò, la maggior parte degli avventori si sono ustionati mentre cercavano di scappare.",PLAUS_CONN,ustionati,SC4
SR1b_57,137,545,Giovanna era andata al cinema per vedere il nuovo film. I biglietti erano esauriti trenta minuti prima. Si è sentita molto sfortunata ed è andata a casa.,PLAUS_NOCONN,sfortunata,SC1
SR1b_58,138,550,Melinda e suo marito sono andati a cena al ristorante di pesce. Sono entrambi intolleranti ai molluschi. Melinda ha ordinato ostriche per cena.,IMPLAUS_NOCONN,ostriche,SC2
SR1b_59,139,555,"Matteo aveva dimenticato che l'articolo doveva essere consegnato mercoledì. A quel punto l'aveva a malapena iniziato. Nonostante ciò, ha consegnato l'articolo in ritardo all'insegnante.",IMPLAUS_CONN,ritardo,SC3
SR1b_60,140,560,"Kevin è un wrestler professionista. Mangia cinque pasti al giorno. Nonostante ciò, è davvero magro come una stecco.",PLAUS_CONN,magro,SC4
SR1b_61,141,561,Licia odia il suo attuale lavoro. È stata assunta da un'altra società con uno stipendio molto più alto. Ha deciso di accettare la loro offerta.,PLAUS_NOCONN,accettare,SC1
SR1b_62,142,566,Daniele ha indossato una camicia stropicciata per il colloquio. Ci aveva appena rovesciato del caffè sopra. Sembrava professionale durante il colloquio.,IMPLAUS_NOCONN,professionale,SC2
SR1b_63,143,571,"Giacomo e altri cinque amici stavano viaggiando insieme. Affittarono un gigantesco furgone per il viaggio. Nonostante ciò, erano tutti molto comodi durante il viaggio.",IMPLAUS_CONN,comodi,SC3
SR1b_64,144,576,"Anna ha grossi problemi economici. Ora deve fare attenzione al suo budget mensile. Nonostante ciò, ha comprato un regalo molto costoso per la sua amica.",PLAUS_CONN,costoso,SC4
SR1b_65,145,577,Jessica aveva chiesto una bicicletta per Natale. I suoi genitori gliene hanno regalata una. Jessica era molto felice per il regalo.,PLAUS_NOCONN,felice,SC1
SR1b_66,146,582,Donato ha dovuto farsi riattaccare un tendine da un chirurgo. Ci sono state alcune complicazioni fatali durante la procedura. L'operazione è stata un successo quel giorno.,IMPLAUS_NOCONN,successo,SC2
SR1b_67,147,587,"Il sindaco era incredibilmente impopolare in città. Ha ricevuto molte lettere di denuncia. Nonostante ciò, era circondato dalle critiche tutto il tempo.",IMPLAUS_CONN,critiche,SC3
SR1b_68,148,592,"Diana è caduta la prima volta che è andata a sciare. Ha giurato di non farlo mai più. Nonostante ciò, in questi giorni va sulle piste il più spesso possibile.",PLAUS_CONN,piste,SC4
SR1b_69,149,593,Giovanna pulisce raramente la sua casa. Ha due bambini piccoli a casa. La sua cucina era in disordine tutto il tempo.,PLAUS_NOCONN,disordine,SC1
SR1b_70,150,598,Il proprietario della casa si era appena trasferito. Tutti i vicini si mostravano amichevoli con lui. Ha chiamato i carabinieri perché venissero a controllare.,IMPLAUS_NOCONN,carabinieri,SC2
SR1b_71,151,603,"Il tetto aveva avuto una falla in cucina. Il tuttofare è passato e l'ha riparato. Nonostante ciò, il gocciolamento è cessato molto presto.",IMPLAUS_CONN,cessato,SC3
SR1b_72,152,608,"L'amico di Johnny lo ha invitato a un cocktail party. Johnny ha indossato un casco da football al raduno. Nonostante ciò, tutti pensavano che il suo look fosse appropriato per l'occasione.",PLAUS_CONN,appropriato,SC4
SR1b_73,153,609,Luca è molto socievole. Gli piace uscire con molti amici. Ha passato ogni fine settimana a festeggiare da qualche parte.,PLAUS_NOCONN,festeggiare,SC1
SR1b_74,154,614,Elena ha fatto una pulizia dentale dal dentista. Si sentiva molto meglio subito dopo. Il dottore le ha dato degli antidolorifici da prendere.,IMPLAUS_NOCONN,antidolorifici,SC2
SR1b_76,156,624,"Luca non amava l'arte. La sua grande passione era lo sport. Nonostante ciò, ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.",PLAUS_CONN,gallerie,SC4
SR1b_77,157,625,Carlo era sovrappeso. Il dottore ha raccomandato più esercizio. Ha iniziato a correre quasi tutti i giorni.,PLAUS_NOCONN,correre,SC1
SR2a_01,1,2,Olivia aveva comprato un pastore tedesco. Il cane era docile e amichevole. Le ha morso la mano.,IMPLAUS_NOCONN,morso,SC2
SR2a_02,2,7,"Claudio era tornato di corsa al ristorante. Aveva perso il portafoglio da qualche parte. Nonostante ciò, si è sentito incredibilmente teso tutto il giorno.",IMPLAUS_CONN,teso,SC3
SR2a_03,3,12,"Carlotta ha spinto il carrello della spesa attraverso il parcheggio. Le uova erano state imballate in modo sicuro nella borsa. Nonostante ciò, si sono rotte nel loro cartone.",PLAUS_CONN,rotte,SC4
SR2a_04,4,13,La giornata era stata alquanto nuvolosa. All'improvviso iniziò a piovere. Sheila tirò fuori l'ombrello dalla borsa.,PLAUS_NOCONN,ombrello,SC1
SR2a_05,5,18,Guglielmo era a casa. Aveva dato da mangiare al gatto regolarmente. Il gatto era affamato alla fine della settimana.,IMPLAUS_NOCONN,affamato,SC2
SR2a_06,6,23,"La donna cieca era stata operata. Il dottore era molto ottimista sui risultati. Nonostante ciò, la sua vista migliorò il giorno successivo.",IMPLAUS_CONN,migliorò,SC3
